doc_no,sentence_no,word,tag
2002,1,tanınan,ADJ
2002,1,deneme,NOUN
2002,1,süresinin,NOUN
2002,1,sona,NOUN
2002,1,erdiği,ADJ
2002,1,gerekçesiyle,NOUN
2002,1,yakınlarını,NOUN
2002,1,görmelerinin,NOUN
2002,1,engellendiğini,VERB
2002,1,ifade,NOUN
2002,1,etti,VERB
2002,1,.,.
2002,2,Karaki,NOUN
2002,2,İsrail,NOUN
2002,2,tutukluları,NOUN
2002,2,en,ADV
2002,2,doğal,ADJ
2002,2,haklarından,NOUN
2002,2,mahrum,ADJ
2002,2,edip,ADV
2002,2,anlaşma,NOUN
2002,2,öncesindeki,ADV
2002,2,haline,NOUN
2002,2,döndürmek,VERB
2002,2,için,ADP
2002,2,çalışıyor,VERB
2002,2,dedi,VERB
2002,2,.,.
2002,3,İsrail'in,NOUN
2002,3,üç,ADJ
2002,3,ayda,NOUN
2002,3,bir,DET
2002,3,kere,NOUN
2002,3,olmak,NOUN
2002,3,üzere,ADV
2002,3,Gazzelilerin,NOUN
2002,3,tutuklu,NOUN
2002,3,yakınlarını,NOUN
2002,3,görmelerine,NOUN
2002,3,izin,NOUN
2002,3,veren,ADJ
2002,3,bir,DET
2002,3,dosya,NOUN
2002,3,üzerinde,ADP
2002,3,çalıştıklarını,VERB
2002,3,dile,NOUN
2002,3,getiren,ADJ
2002,3,Karaki,NOUN
2002,3,Filistinli,NOUN
2002,3,mahkumlar,NOUN
2002,3,ziyaret,NOUN
2002,3,yasağı,NOUN
2002,3,kararının,NOUN
2002,3,uygulanması,NOUN
2002,3,halinde,NOUN
2002,3,İsrail,NOUN
2002,3,Hapishane,NOUN
2002,3,Yönetimi'yle,NOUN
2002,3,savaşacakları,VERB
2002,3,yönünde,NOUN
2002,3,tehditte,NOUN
2002,3,bulundu,VERB
2002,3,.,.
2002,4,Bu,DET
2002,4,durum,NOUN
2002,4,hapishanelerde,NOUN
2002,4,ayaklanmaya,VERB
2002,4,neden,NOUN
2002,4,olacak,ADJ
2002,4,diye,ADP
2002,4,konuştu,VERB
2002,4,.,.
2002,5,Uluslararası,NOUN
2002,5,Kızılhaç,NOUN
2002,5,Komisyonu,NOUN
2002,5,sözcüsü,NOUN
2002,5,Eymen,NOUN
2002,5,şihabi,NOUN
2002,5,ise,CONJ
2002,5,komisyonun,NOUN
2002,5,Filistinli,NOUN
2002,5,mahkumlarının,NOUN
2002,5,yakınlarına,NOUN
2002,5,henüz,ADV
2002,5,İsrail,NOUN
2002,5,tarafından,ADV
2002,5,tarafından,ADV
2002,5,ziyaretlerini,NOUN
2002,5,engellemeye,NOUN
2002,5,yönelik,ADP
2002,5,hazırlanan,ADJ
2002,5,bir,DET
2002,5,rapor,NOUN
2002,5,göndermediğini,ADJ
2002,5,ifade,NOUN
2002,5,etti,VERB
2002,5,.,.
2002,6,Filistinli,ADJ
2002,6,tutuklu,NOUN
2002,6,yakınlarının,NOUN
2002,6,ziyaretlerinin,NOUN
2002,6,kesilmemesini,NOUN
2002,6,temenni,NOUN
2002,6,ettiğini,ADJ
2002,6,dile,NOUN
2002,6,getiren,ADJ
2002,6,şihabi,NOUN
2002,6,şunları,PRON
2002,6,söyledi,VERB
2002,6,Ramon,NOUN
2002,6,Hapishanesindeki,NOUN
2002,6,27,ADJ
2002,6,tutuklu,NOUN
2002,6,geçen,ADJ
2002,6,Pazartesi,NOUN
2002,6,Kızılhaç,NOUN
2002,6,görevlileri,NOUN
2002,6,nezaretinde,NOUN
2002,6,yakınları,NOUN
2002,6,ile,CONJ
2002,6,görüştürüldü,NOUN
2002,6,.,.
2002,7,Bir,DET
2002,7,sonraki,ADJ
2002,7,tutuklu,NOUN
2002,7,yakını,NOUN
2002,7,ziyaretinin,NOUN
2002,7,Nefha,NOUN
2002,7,Hapishanesi'nde,NOUN
2002,7,olması,NOUN
2002,7,yönündeki,NOUN
2002,7,çalışmalarımız,NOUN
2002,7,devam,NOUN
2002,7,ediyor,VERB
2002,7,.,.
2002,8,İsrail,NOUN
2002,8,Yönetimi,NOUN
2002,8,Haziran,NOUN
2002,8,2006'dan,NOUN
2002,8,bu,DET
2002,8,yana,VERB
2002,8,Filistinli,ADJ
2002,8,tutukluların,NOUN
2002,8,aileleri,NOUN
2002,8,tarafından,ADV
2002,8,ziyaretini,NOUN
2002,8,yasaklamıştı,ADJ
2002,8,.,.
2002,9,Gazze,NOUN
2002,9,hapishanelerindeki,NOUN
2002,9,3000,NUM
2002,9,Filistinli,ADJ
2002,9,mahkum,NOUN
2002,9,hapishane,NOUN
2002,9,şartlarını,NOUN
2002,9,protesto,NOUN
2002,9,etmek,NOUN
2002,9,için,ADP
2002,9,geçen,ADJ
2002,9,Nisan,NOUN
2002,9,ayında,NOUN
2002,9,başlattıkları,VERB
2002,9,açlık,NOUN
2002,9,grevine,NOUN
2002,9,Mısır'ın,NOUN
2002,9,aracı,NOUN
2002,9,olmasıyla,NOUN
2002,9,Mayıs,NOUN
2002,9,2012'de,NOUN
2002,9,İsrail,NOUN
2002,9,yönetimiyle,NOUN
2002,9,yaptıkları,VERB
2002,9,anlaşma,NOUN
2002,9,sonrası,ADV
2002,9,son,NOUN
2002,9,vermişti,VERB
2002,9,.,.
2002,10,Taraflar,NOUN
2002,10,arasında,NOUN
2002,10,yapılan,ADJ
2002,10,anlaşma,NOUN
2002,10,metni,NOUN
2002,10,esirlere,NOUN
2002,10,uygulanan,ADJ
2002,10,tecrit,NOUN
2002,10,idari,NOUN
2002,10,gözaltı,NOUN
2002,10,ve,CONJ
2002,10,Gazzelilerin,NOUN
2002,10,İsrail,NOUN
2002,10,hapishanelerindeki,NOUN
2002,10,tutuklu,NOUN
2002,10,yakınlarını,NOUN
2002,10,görmelerine,NOUN
2002,10,izin,NOUN
2002,10,verilmesi,NOUN
2002,10,yönündeydi,VERB
2002,10,.,.
2003,0,Obama'dan,NOUN
2003,0,İran,NOUN
2003,0,mesajı,NOUN
2003,0,ABD,NOUN
2003,0,Başkanı,NOUN
2003,0,Barack,NOUN
2003,0,Obama,NOUN
2003,0,İran'ın,NOUN
2003,0,nükleer,NOUN
2003,0,silah,NOUN
2003,0,sahibi,NOUN
2003,0,olmasına,NOUN
2003,0,izin,NOUN
2003,0,vermeyeceğiz,VERB
2003,0,.,.
2003,1,Ancak,CONJ
2003,1,bu,DET
2003,1,meseleyi,NOUN
2003,1,diplomatik,NOUN
2003,1,olarak,ADP
2003,1,çözmek,NOUN
2003,1,için,ADP
2003,1,hala,ADV
2003,1,zaman,NOUN
2003,1,penceresinin,NOUN
2003,1,olduğunu,ADJ
2003,1,düşünüyorum,VERB
2003,1,dedi,VERB
2003,1,.,.
2003,2,Obama,NOUN
2003,2,başkanlığa,NOUN
2003,2,ikinci,ADJ
2003,2,kez,NOUN
2003,2,seçilmesinin,VERB
2003,2,ardından,ADV
2003,2,düzenlediği,ADJ
2003,2,ilk,ADJ
2003,2,basın,NOUN
2003,2,toplantısında,NOUN
2003,2,gazetecilerin,NOUN
2003,2,sorularını,NOUN
2003,2,yanıtladı,VERB
2003,2,.,.
2003,3,Bir,DET
2003,3,gazetecinin,NOUN
2003,3,İran,NOUN
2003,3,nükleer,NOUN
2003,3,meselesini,NOUN
2003,3,çözmek,NOUN
2003,3,için,ADP
2003,3,son,NOUN
2003,3,bir,DET
2003,3,diplomatik,ADJ
2003,3,çabaya,NOUN
2003,3,hazırlanıyor,VERB
2003,3,musunuz,PRON
2003,3,?,.
2003,4,Bire,NOUN
2003,4,bir,ADJ
2003,4,görüşmelere,NOUN
2003,4,doğru,ADJ
2003,4,ilerliyor,VERB
2003,4,muyuz,PRON
2003,4,?,.
2003,5,yönündeki,NOUN
2003,5,sorusu,NOUN
2003,5,üzerine,ADP
2003,5,Obama,NOUN
2003,5,bu,DET
2003,5,soruna,NOUN
2003,5,diplomatik,ADJ
2003,5,çözüm,NOUN
2003,5,bulunmasını,NOUN
2003,5,çok,ADJ
2003,5,istediğini,ADJ
2003,5,kaydetti,VERB
2003,5,.,.
2003,6,Obama,NOUN
2003,6,Seçim,NOUN
2003,6,kampanyasından,NOUN
2003,6,önce,ADP
2003,6,de,CONJ
2003,6,kampanya,NOUN
2003,6,sırasında,NOUN
2003,6,da,CONJ
2003,6,ve,CONJ
2003,6,şimdi,ADV
2003,6,de,CONJ
2003,6,çok,ADV
2003,6,netim,VERB
2003,6,.,.
2003,7,İran'ın,NOUN
2003,7,nükleer,NOUN
2003,7,silah,NOUN
2003,7,sahibi,NOUN
2003,7,olmasına,NOUN
2003,7,izin,NOUN
2003,7,vermeyeceğiz,VERB
2003,7,.,.
2003,8,Ancak,CONJ
2003,8,bu,DET
2003,8,meseleyi,NOUN
2003,8,diplomatik,NOUN
2003,8,olarak,ADV
2003,8,çözmek,VERB
2003,8,için,ADP
2003,8,hala,ADV
2003,8,zaman,NOUN
2003,8,penceresinin,NOUN
2003,8,olduğunu,VERB
2003,8,düşünüyorum,VERB
2003,8,dedi,VERB
2003,8,.,.
2003,9,Tarihin,NOUN
2003,9,en,ADV
2003,9,sert,ADJ
2003,9,yaptırımlarını,NOUN
2003,9,hayata,NOUN
2003,9,geçirdiklerini,VERB
2003,9,ve,CONJ
2003,9,bu,DET
2003,9,yaptırımların,NOUN
2003,9,İran'ın,NOUN
2003,9,ekonomisi,NOUN
2003,9,üzerinde,ADP
2003,9,etki,NOUN
2003,9,yaptığını,ADJ
2003,9,belirten,ADJ
2003,9,Obama,NOUN
2003,9,İran'ın,NOUN
2003,9,uluslararası,NOUN
2003,9,yükümlülüklerini,NOUN
2003,9,yerine,ADP
2003,9,getirilerek,ADV
2003,9,ve,CONJ
2003,9,uluslararası,NOUN
2003,9,topluma,NOUN
2003,9,nükleer,NOUN
2003,9,silah,NOUN
2003,9,peşinde,NOUN
2003,9,olmadıklarına,ADJ
2003,9,dair,ADP
2003,9,açık,ADJ
2003,9,güvenceler,VERB
2003,9,vererek,ADV
2003,9,de,CONJ
2003,9,barışçıl,ADJ
2003,9,nükleer,ADJ
2003,9,güç,NOUN
2003,9,olabilmesinin,NOUN
2003,9,yolu,NOUN
2003,9,olmalı,VERB
2003,9,.,.
2003,10,Ve,CONJ
2003,10,evet,ADV
2003,10,önümüzdeki,NOUN
2003,10,aylarda,NOUN
2003,10,İran,NOUN
2003,10,ile,CONJ
2003,10,sadece,ADV
2003,10,bizim,PRON
2003,10,değil,VERB
2003,10,uluslararası,NOUN
2003,10,toplum,NOUN
2003,10,arasında,NOUN
2003,10,bir,DET
2003,10,diyalog,NOUN
2003,10,başlatabilir,VERB
2003,10,miyiz,ADP
2003,10,bu,DET
2003,10,meseleyi,NOUN
2003,10,çözebilir,VERB
2003,10,miyiz,PRON
2003,10,diye,ADP
2003,10,bir,DET
2003,10,gayret,NOUN
2003,10,ortaya,NOUN
2003,10,koymaya,NOUN
2003,10,çalışacağım,VERB
2003,10,.,.
2003,11,İran'ın,NOUN
2003,11,geçmesi,NOUN
2003,11,gereken,ADJ
2003,11,kapıdan,NOUN
2003,11,geçeceğinin,VERB
2003,11,sözünü,NOUN
2003,11,veremem,VERB
2003,11,ama,CONJ
2003,11,bu,DET
2003,11,tercih,NOUN
2003,11,edilir,VERB
2003,11,seçenek,NOUN
2003,11,olacaktır,VERB
2003,11,diye,ADP
2003,11,konuştu,VERB
2003,11,.,.
2003,12,Obama,NOUN
2003,12,Hangi,ADJ
2003,12,koşullarda,NOUN
2003,12,bire,NOUN
2003,12,bir,ADJ
2003,12,görüşmeler,NOUN
2003,12,hayata,NOUN
2003,12,geçirilebilir,VERB
2003,12,?,.
2003,13,sorusu,NOUN
2003,13,üzerine,ADP
2003,13,Müzakerelerin,NOUN
2003,13,detaylarıyla,NOUN
2003,13,ilgili,NOUN
2003,13,konuşmayacağım,VERB
2003,13,.,.
2003,14,Ama,CONJ
2003,14,şunu,PRON
2003,14,söyleyebilirim,VERB
2003,14,;,.
2003,14,bu,DET
2003,14,sorunun,NOUN
2003,14,çözülmesini,NOUN
2003,14,istiyoruz,VERB
2003,14,ve,CONJ
2003,14,diplomatik,NOUN
2003,14,incelikler,NOUN
2003,14,ya,CONJ
2003,14,da,CONJ
2003,14,protokollerin,NOUN
2003,14,bizi,PRON
2003,14,kısıtlamasına,NOUN
2003,14,izin,NOUN
2003,14,vermeyeceğiz,VERB
2003,14,.,.
2003,15,Eğer,CONJ
2003,15,İran,NOUN
2003,15,bunun,PRON
2003,15,çözümü,NOUN
2003,15,için,ADP
2003,15,ciddiyse,NOUN
2003,15,bunu,PRON
2003,15,çözecek,VERB
2003,15,pozisyonda,NOUN
2003,15,olurlar,VERB
2003,15,dedi.,VERB
2003,16,Obama,NOUN
2003,16,seçimlerden,NOUN
2003,16,önce,ADV
2003,16,(,.
2003,16,bire,NOUN
2003,16,bir,ADV
2003,16,),.
2003,16,görüşmelerin,NOUN
2003,16,yakın,NOUN
2003,16,olabileceğine,ADJ
2003,16,dair,ADP
2003,16,haberlerin,NOUN
2003,16,hatırlatılması,NOUN
2003,16,üzerine,ADP
2003,16,ise,NOUN
2003,16,bunların,PRON
2003,16,doğru,NOUN
2003,16,olmadığını,ADJ
2003,16,belirtti,VERB
2003,16,.,.
2003,17,Mali,NOUN
2003,17,uçurum,NOUN
2003,17,...,.
2003,18,Öte,NOUN
2003,18,yandan,NOUN
2003,18,Obama,NOUN
2003,18,ABD,NOUN
2003,18,Kongresi'ni,NOUN
2003,18,de,CONJ
2003,18,zenginlere,NOUN
2003,18,yönelik,ADP
2003,18,olan,VERB
2003,18,hariç,ADV
2003,18,yıl,NOUN
2003,18,sonunda,ADV
2003,18,süresi,NOUN
2003,18,dolacak,ADJ
2003,18,vergi,NOUN
2003,18,kesintilerini,NOUN
2003,18,uzatmaya,NOUN
2003,18,çağırdı,VERB
2003,18,.,.
2003,19,Obama,NOUN
2003,19,Bush,NOUN
2003,19,döneminin,NOUN
2003,19,ülkenin,NOUN
2003,19,yüzde,NOUN
2003,19,2'sini,NUM
2003,19,oluşturan,ADJ
2003,19,en,ADV
2003,19,zenginlerine,NOUN
2003,19,yönelik,ADP
2003,19,vergi,NOUN
2003,19,kesintisini,NOUN
2003,19,uzatmayacağım,VERB
2003,19,bunu,PRON
2003,19,kaldıramayız,VERB
2003,19,ve,CONJ
2003,19,ekonomistlere,NOUN
2003,19,göre,ADP
2003,19,bu,DET
2003,19,ekonomiye,NOUN
2003,19,en,ADV
2003,19,düşük,ADJ
2003,19,olumlu,NOUN
2003,19,etkiyi,NOUN
2003,19,yapacaktır,VERB
2003,19,.,.
2003,20,Zenginlere,NOUN
2003,20,yönelik,ADP
2003,20,mütevazi,ADJ
2003,20,bir,DET
2003,20,vergi,NOUN
2003,20,artışı,NOUN
2003,20,onların,PRON
2003,20,belini,NOUN
2003,20,kırmayacaktır,VERB
2003,20,hala,ADV
2003,20,zengin,ADJ
2003,20,olmaya,NOUN
2003,20,devam,NOUN
2003,20,edecekler,VERB
2003,20,dedi.,VERB
2003,20,.,.
2004,0,ABD'den,NOUN
2004,0,Türkiye'ye,NOUN
2004,0,destek,NOUN
2004,0,Türkiye'nin,NOUN
2004,0,hava,NOUN
2004,0,sahasını,NOUN
2004,0,Suriye,NOUN
2004,0,uçaklarına,NOUN
2004,0,kapatmasına,NOUN
2004,0,yönelik,ADP
2004,0,Nuland,NOUN
2004,0,Türkiye'nin,NOUN
2004,0,kararını,NOUN
2004,0,destekliyoruz,VERB
2004,0,dedi,VERB
2004,0,.,.
2004,1,ABD,NOUN
2004,1,Dışişleri,NOUN
2004,1,Bakanlığı,NOUN
2004,1,Sözcüsü,NOUN
2004,1,Victoria,NOUN
2004,1,Nuland,NOUN
2004,1,Türkiye'nin,NOUN
2004,1,hava,NOUN
2004,1,sahasını,NOUN
2004,1,Suriye,NOUN
2004,1,uçaklarına,NOUN
2004,1,kapatma,NOUN
2004,1,kararını,NOUN
2004,1,ABD,NOUN
2004,1,olarak,ADV
2004,1,desteklediklerini,ADJ
2004,1,söyledi,VERB
2004,1,.,.
2004,2,Nuland,NOUN
2004,2,günlük,NOUN
2004,2,basın,NOUN
2004,2,brifinginde,NOUN
2004,2,bir,DET
2004,2,soru,NOUN
2004,2,üzerine,ADP
2004,2,Türkiye'nin,NOUN
2004,2,hava,NOUN
2004,2,sahasının,NOUN
2004,2,açık,ADJ
2004,2,ihlali,NOUN
2004,2,ışığında,NOUN
2004,2,verdiği,ADJ
2004,2,kararı,NOUN
2004,2,elbette,ADV
2004,2,destekliyoruz,NOUN
2004,2,dedi.,VERB
2004,2,.,.
2004,3,Suriye'nin,NOUN
2004,3,burada,NOUN
2004,3,karşı,ADJ
2004,3,tedbir,NOUN
2004,3,almasının,VERB
2004,3,sürpriz,NOUN
2004,3,olmadığını,ADJ
2004,3,ifade,NOUN
2004,3,eden,ADJ
2004,3,Nuland,NOUN
2004,3,Suriye'nin,NOUN
2004,3,tüm,DET
2004,3,komşularını,NOUN
2004,3,hava,NOUN
2004,3,sahalarının,NOUN
2004,3,nasıl,ADV
2004,3,kullanıldığı,VERB
2004,3,konusunda,NOUN
2004,3,uyanık,ADJ
2004,3,olmaya,NOUN
2004,3,çağırıyoruz,VERB
2004,3,özellikle,ADV
2004,3,de,CONJ
2004,3,şimdi,ADV
2004,3,elimizde,NOUN
2004,3,bu,DET
2004,3,somut,ADJ
2004,3,örnek,NOUN
2004,3,varken,NOUN
2004,3,diye,ADP
2004,3,konuştu,VERB
2004,3,.,.
2004,4,Nuland,NOUN
2004,4,Türkiye'nin,NOUN
2004,4,insani,NOUN
2004,4,yardımlar,NOUN
2004,4,söz,NOUN
2004,4,konusu,NOUN
2004,4,olduğunda,ADJ
2004,4,ise,ADP
2004,4,istisna,NOUN
2004,4,uygulamaya,NOUN
2004,4,açık,ADJ
2004,4,olduğuna,ADJ
2004,4,işaret,NOUN
2004,4,ederek,ADV
2004,4,sözlerini,NOUN
2004,4,şöyle,ADV
2004,4,sürdürdü,VERB
2004,4,:,.
2004,5,Türkiye,NOUN
2004,5,bir,DET
2004,5,Ermenistan,NOUN
2004,5,uçağına,NOUN
2004,5,iniş,NOUN
2004,5,yapması,NOUN
2004,5,ve,CONJ
2004,5,incelenmesi,NOUN
2004,5,koşuluyla,NOUN
2004,5,hava,NOUN
2004,5,sahasını,NOUN
2004,5,kullanmasına,VERB
2004,5,izin,NOUN
2004,5,verdi,VERB
2004,5,.,.
2004,6,Uçağın,NOUN
2004,6,insani,ADJ
2004,6,yardım,NOUN
2004,6,malzemesi,NOUN
2004,6,taşıdığı,VERB
2004,6,teyit,NOUN
2004,6,edildi,VERB
2004,6,ve,CONJ
2004,6,Suriye'nin,NOUN
2004,6,devam,NOUN
2004,6,etmesine,NOUN
2004,6,izin,NOUN
2004,6,verildi,VERB
2004,6,.,.
2004,7,Dolayısıyla,ADV
2004,7,bizim,PRON
2004,7,açımızdan,NOUN
2004,7,Türkler,NOUN
2004,7,bu,DET
2004,7,konularda,NOUN
2004,7,ölçülü,NOUN
2004,7,ve,CONJ
2004,7,uygun,ADJ
2004,7,bir,DET
2004,7,tutum,NOUN
2004,7,ortaya,NOUN
2004,7,koymaktalar,VERB
2004,7,.,.
2005,0,ABD'yi,NOUN
2005,0,Sandy,NOUN
2005,0,korkusu,NOUN
2005,0,sardı,VERB
2005,0,.,.
2005,1,ABD,NOUN
2005,1,Başkanı,NOUN
2005,1,Obama,NOUN
2005,1,kasırga,NOUN
2005,1,nedeniyle,ADV
2005,1,programlarını,NOUN
2005,1,iptal,NOUN
2005,1,etti,VERB
2005,1,.,.
2005,2,ABD,NOUN
2005,2,Başkanı,NOUN
2005,2,Barack,NOUN
2005,2,Obama,NOUN
2005,2,Sandy,NOUN
2005,2,kasırgası,NOUN
2005,2,nedeniyle,ADV
2005,2,yarın,NOUN
2005,2,ve,CONJ
2005,2,salı,NOUN
2005,2,günkü,NOUN
2005,2,seçim,NOUN
2005,2,turlarını,NOUN
2005,2,iptal,NOUN
2005,2,etti,VERB
2005,2,.,.
2005,3,Beyaz,NOUN
2005,3,Saray'yi,NOUN
2005,3,yapılan,ADJ
2005,3,açıklamada,NOUN
2005,3,Sandy,NOUN
2005,3,kasırgasının,NOUN
2005,3,yarın,NOUN
2005,3,öğleden,NOUN
2005,3,sonra,ADV
2005,3,ABD'nin,NOUN
2005,3,doğu,NOUN
2005,3,kıyılarını,NOUN
2005,3,vurmasının,NOUN
2005,3,beklenmesi,NOUN
2005,3,nedeniyle,NOUN
2005,3,Obama'nın,NOUN
2005,3,yarın,VERB
2005,3,sabah,NOUN
2005,3,Ohio'da,NOUN
2005,3,seçim,NOUN
2005,3,turunun,NOUN
2005,3,hemen,ADV
2005,3,ardından,ADV
2005,3,Washington'a,NOUN
2005,3,döneceği,VERB
2005,3,belirtildi,VERB
2005,3,.,.
2005,4,Açıklamada,NOUN
2005,4,Obama'nın,NOUN
2005,4,kasırga,NOUN
2005,4,nedeniyle,ADV
2005,4,gelişmeleri,NOUN
2005,4,takip,NOUN
2005,4,etmek,NOUN
2005,4,için,ADP
2005,4,yarın,NOUN
2005,4,öğleden,NOUN
2005,4,sonraki,ADJ
2005,4,Virginia,NOUN
2005,4,ve,CONJ
2005,4,Salı,NOUN
2005,4,günkü,NOUN
2005,4,Colorado,NOUN
2005,4,seçim,NOUN
2005,4,turlarını,NOUN
2005,4,iptal,NOUN
2005,4,ettiği,ADJ
2005,4,bildirildi,VERB
2005,4,.,.
2006,0,Hedef,NOUN
2006,0,direniş,NOUN
2006,0,kabiliyeti,NOUN
2006,0,İsrail'in,NOUN
2006,0,Hamas'ın,NOUN
2006,0,askeri,NOUN
2006,0,kanadının,NOUN
2006,0,lideri,NOUN
2006,0,Ahmed,NOUN
2006,0,Caberi'yi,NOUN
2006,0,hedef,NOUN
2006,0,alan,ADJ
2006,0,suikastı,NOUN
2006,0,ile,CONJ
2006,0,başlayan,ADJ
2006,0,Gazze'de,NOUN
2006,0,bir,DET
2006,0,çok,ADJ
2006,0,noktayı,NOUN
2006,0,hedef,NOUN
2006,0,alan,NOUN
2006,0,ve,CONJ
2006,0,kara,NOUN
2006,0,saldırısına,NOUN
2006,0,dönüşme,NOUN
2006,0,ihtimali,NOUN
2006,0,bulunan,ADJ
2006,0,saldırısının,NOUN
2006,0,etkileri,NOUN
2006,0,devam,NOUN
2006,0,edecek.,VERB
2006,0,.,.
2006,1,Hedeflere,NOUN
2006,1,bakılırsa,VERB
2006,1,İsrail'in,NOUN
2006,1,asıl,NOUN
2006,1,amacının,NOUN
2006,1,Hamas'ın,NOUN
2006,1,direniş,NOUN
2006,1,kapasitesini,NOUN
2006,1,bitirmek,NOUN
2006,1,olduğu,ADJ
2006,1,anlaşılıyor.,VERB
2006,2,Bu,DET
2006,2,açıdan,NOUN
2006,2,Caberi'nin,NOUN
2006,2,kaybı,NOUN
2006,2,Hamas'ın,NOUN
2006,2,sadece,ADV
2006,2,Filistin'de,NOUN
2006,2,değil,VERB
2006,2,Ürdün'de,NOUN
2006,2,Suriye'de,NOUN
2006,2,ve,CONJ
2006,2,Mısır'daki,NOUN
2006,2,hareket,NOUN
2006,2,kabiliyetini,NOUN
2006,2,de,CONJ
2006,2,azaltacak,VERB
2006,2,.,.
2006,3,Bunun,PRON
2006,3,da,CONJ
2006,3,ötesinde,ADP
2006,3,saldırıda,NOUN
2006,3,Hamas'ın,NOUN
2006,3,İsrail'e,NOUN
2006,3,ciddi,ADJ
2006,3,zarar,NOUN
2006,3,verebilecek,ADJ
2006,3,tek,ADJ
2006,3,silahı,NOUN
2006,3,olan,ADJ
2006,3,Tel,NOUN
2006,3,Aviv'i,NOUN
2006,3,de,CONJ
2006,3,hedef,NOUN
2006,3,alabilecek,ADJ
2006,3,75,ADJ
2006,3,km,NOUN
2006,3,menzilli,NOUN
2006,3,Fecr,NOUN
2006,3,füzelerinin,NOUN
2006,3,imalathanelerinin,NOUN
2006,3,yok,ADV
2006,3,edilmesi,NOUN
2006,3,.,.
2006,4,Ekim,NOUN
2006,4,sonunda,NOUN
2006,4,Sudan'daki,NOUN
2006,4,Fecr,NOUN
2006,4,füzesi,NOUN
2006,4,dahil,ADV
2006,4,silah,NOUN
2006,4,üreten,ADJ
2006,4,bir,DET
2006,4,fabrikanın,NOUN
2006,4,İsrail,NOUN
2006,4,uçakları,NOUN
2006,4,tarafından,ADV
2006,4,bombalanmasını,NOUN
2006,4,da,CONJ
2006,4,bu,DET
2006,4,saldırı,NOUN
2006,4,ile,CONJ
2006,4,birlikte,ADV
2006,4,düşünmek,NOUN
2006,4,zorundayız,VERB
2006,4,.,.
2006,5,Tüm,DET
2006,5,bunlar,PRON
2006,5,İsrail'in,NOUN
2006,5,burada,ADV
2006,5,bitmeyecek,ADJ
2006,5,geniş,ADJ
2006,5,bir,DET
2006,5,stratejinin,NOUN
2006,5,parçası,NOUN
2006,5,olarak,ADV
2006,5,hareket,NOUN
2006,5,ettiğini,ADJ
2006,5,gösteriyor,VERB
2006,5,.,.
2006,6,Siyasi,NOUN
2006,6,açıdansa,NOUN
2006,6,saldırının,NOUN
2006,6,öngörülemeyen,ADJ
2006,6,bazıları,PRON
2006,6,da,CONJ
2006,6,İsrail'in,NOUN
2006,6,hoşuna,NOUN
2006,6,gitmeyecek,ADJ
2006,6,sonuçları,NOUN
2006,6,olabilir,VERB
2006,6,.,.
2006,7,Hamas,NOUN
2006,7,saldırıdan,NOUN
2006,7,çok,ADJ
2006,7,büyük,ADJ
2006,7,zarar,NOUN
2006,7,görürse,VERB
2006,7,Gazze'deki,NOUN
2006,7,selefi,NOUN
2006,7,cihadi,NOUN
2006,7,grupların,NOUN
2006,7,etkisinin,NOUN
2006,7,artması,NOUN
2006,7,orta,ADJ
2006,7,vadede,VERB
2006,7,İsrail'e,NOUN
2006,7,ciddi,NOUN
2006,7,zarar,NOUN
2006,7,verebilir,VERB
2006,7,.,.
2006,8,Hamas,NOUN
2006,8,direnir,VERB
2006,8,ve,CONJ
2006,8,saldırıyı,NOUN
2006,8,az,ADJ
2006,8,zararla,NOUN
2006,8,atlatabilirse,VERB
2006,8,bu,DET
2006,8,sefer,NOUN
2006,8,de,CONJ
2006,8,savaşmadığı,ADJ
2006,8,eleştirisini,NOUN
2006,8,boşa,NOUN
2006,8,çıkararak,ADV
2006,8,güçlenebilir,VERB
2006,8,.,.
2006,9,Bölgesel,NOUN
2006,9,açıdansa,NOUN
2006,9,bu,DET
2006,9,saldırı,NOUN
2006,9,Suriye,NOUN
2006,9,krizinin,NOUN
2006,9,bölgeye,NOUN
2006,9,bir,DET
2006,9,başka,ADJ
2006,9,etkisidir.,VERB
2006,9,.,.
2006,10,Suriye,NOUN
2006,10,Yönetimi'nin,NOUN
2006,10,direnişe,NOUN
2006,10,karşı,ADP
2006,10,savaşma,NOUN
2006,10,talebini,NOUN
2006,10,reddettiği,ADJ
2006,10,için,ADP
2006,10,Sam'ı,NOUN
2006,10,terk,NOUN
2006,10,etmek,NOUN
2006,10,zorunda,NOUN
2006,10,kalan,VERB
2006,10,Hamas'ın,NOUN
2006,10,alışık,NOUN
2006,10,olduğu,ADJ
2006,10,güvenlik,NOUN
2006,10,çemberinin,NOUN
2006,10,zarar,NOUN
2006,10,gördüğü,ADJ
2006,10,anlaşılıyor,VERB
2006,10,Caberi'nin,NOUN
2006,10,daha,ADV
2006,10,güvenli,NOUN
2006,10,olabileceği,ADJ
2006,10,Körfez,NOUN
2006,10,yerine,NOUN
2006,10,neden,NOUN
2006,10,korunma,NOUN
2006,10,imkanı,NOUN
2006,10,olmayan,ADJ
2006,10,Gazze'ye,NOUN
2006,10,gittiği,ADJ
2006,10,ya,CONJ
2006,10,da,CONJ
2006,10,gitmek,NOUN
2006,10,zorunda,NOUN
2006,10,kaldığı,ADJ
